0.335293323,0.036978231,0.099782456,-0.093229383,-0.420242678,0.328160358,0.219063447,-0.312732688,-0.063518336,-0.032389077,0.007327723,0.189170958,0.196375065,-0.279435153,-0.214778235,0.323951449,0.337075068,-0.686892923,-0.084075158,0.114115552,1
0.327353549,0.042122828,0.109832225,-0.082266947,-0.415457204,0.330733683,0.227435983,-0.325031984,-0.059220672,-0.031186804,0.013330621,0.196767531,0.195523892,-0.276300197,-0.236306519,0.319381367,0.329683171,-0.687703196,-0.095520658,0.116829329,1
0.331038126,0.152144297,0.265667562,0.275559245,-0.653043755,0.429007309,0.519170986,-0.298364215,-0.104633749,-0.205183972,-0.089194705,0.477762613,0.038295036,-0.430815184,-0.145337986,0.423658007,0.254548331,-0.889278635,-0.213854318,-0.137144992,1
0.412361196,-0.067181381,0.1309205,0.085579916,-0.624977006,0.300303848,0.225092218,-0.070703887,-0.135395528,-0.174765448,-0.147620997,0.111407554,-0.004014016,-0.338036213,0.372837639,0.589291864,0.480920086,-0.877680773,-0.28274052,0.014400946,1
0.419008255,-0.051979987,0.123836085,-0.017125374,-0.6287074,0.315064074,0.143856247,-0.073626176,-0.151605641,-0.151280541,-0.102507838,0.110058227,0.042675738,-0.330176221,0.370036089,0.589865863,0.467392524,-0.873606979,-0.245916031,0.044739086,1
0.397255973,0.052594769,0.171723869,0.102208235,-0.550208304,0.306034354,0.231052957,-0.192663041,-0.083147423,-0.095333011,-0.101541404,0.195441555,0.034046105,-0.334008291,0.024973548,0.513914637,0.395758756,-0.840579799,-0.217564581,-0.009958902,1
0.430762926,-0.050138351,0.177599644,0.022090054,-0.63542274,0.305896854,0.143254717,-0.090552493,-0.142701856,-0.184772345,-0.142288617,0.127948174,0.015764775,-0.330327204,0.367796581,0.626241897,0.485772971,-0.881295672,-0.261102203,0.01547289,1
0.164639662,-0.011711988,0.076298206,0.019509031,-0.455920897,0.269921517,0.27148266,-0.413408601,-0.136130268,0.215191374,0.124245049,0.183251816,0.191688366,-0.02730683,-0.333019645,0.347270331,0.281049252,-0.814555491,-0.163604233,0.211110688,1
0.16060091,0.016507613,0.087557587,-0.005082521,-0.46972348,0.253014391,0.31444596,-0.401971503,-0.105033764,0.213017377,0.195546855,0.2023318,0.161466089,-0.02659905,-0.453791254,0.307146212,0.247378899,-0.808412654,-0.097690558,0.209291089,1
0.16060091,0.016507613,0.087557587,-0.005082521,-0.46972348,0.253014391,0.31444596,-0.401971503,-0.105033764,0.213017377,0.195546855,0.2023318,0.161466089,-0.02659905,-0.453791254,0.307146212,0.247378899,-0.808412654,-0.097690558,0.209291089,1
0.436092774,0.058142311,0.103689439,-0.048534812,-0.683066646,0.531545433,0.201380747,-0.099751441,-0.058234767,-0.173325498,-0.135946315,0.206458336,0.074937369,-0.429823617,0.332758459,0.459627941,0.321152202,-0.872088188,-0.186142102,-0.038871625,1
0.166662437,-0.022728345,0.072497915,0.028173897,-0.437637131,0.269544635,0.274390357,-0.428716353,-0.12693953,0.23458432,0.137698269,0.189089911,0.171651545,-0.019440848,-0.337976818,0.349479613,0.263269937,-0.833873459,-0.172881675,0.223151323,1
0.134367321,0.080165405,0.142399163,-0.007185432,-0.482287702,0.255106066,0.227222271,-0.282432445,-0.106199971,0.058430053,0.016469958,0.250126866,0.080793668,-0.129890955,-0.186798229,0.385522039,0.317537769,-0.767781303,-0.138430769,0.152866228,1
0.16553991,0.029826585,0.090712396,-0.004701091,-0.457661549,0.247470472,0.329017148,-0.422090615,-0.099196848,0.190952126,0.181422039,0.196055039,0.143973932,-0.014213895,-0.436234757,0.290741575,0.261073661,-0.809234121,-0.091356294,0.207904287,1
0.131496175,0.025939433,0.089960947,0.021176148,-0.455296871,0.233801301,0.317184297,-0.453993916,-0.096061585,0.235290168,0.168081445,0.211780569,0.167604439,0.001832888,-0.435533072,0.310468075,0.269697842,-0.856267404,-0.121364571,0.234203691,1
0.344267289,0.583323713,0.211377845,0.195714408,-0.861605874,1.068519112,1.174766803,-0.683062813,0.023772939,-0.225884969,0.264298465,0.878058516,0.13587976,-0.767624736,-0.928723426,0.304030184,0.177431649,-1.138251954,-0.565592196,-0.190694713,1
